mouth_width,mouth_height,mouth_aspect_ratio,left_eye_height,right_eye_height,eye_openness,eye_aspect_ratio,eyebrow_raise_left,eyebrow_raise_right,eyebrow_slant_left,eyebrow_slant_right,jaw_drop,nose_mouth_dist,mouth_corner_diff,label
0.717388,0.16381821,0.4250769,0.07268173,0.083240874,0.0779613,0.4711014,0.25368822,0.27981386,0.4627513,0.4996113,1.2291002,0.29301965,0.030309364,happy
0.7500647,0.18495014,0.49669835,0.031218974,0.043686584,0.03745278,0.25113064,0.29377306,0.28276083,0.5025848,0.5060268,1.2633307,0.28078952,0.033600554,happy
0.7362983,0.18140142,0.45847556,0.08076758,0.07133206,0.07604982,0.46723062,0.29313916,0.29494572,0.5061599,0.5278584,1.2984703,0.35890272,0.018180814,happy
0.72697157,0.15488921,0.42606595,0.05990902,0.060107097,0.06000806,0.3917734,0.31145734,0.29974192,0.52519906,0.51515675,1.312355,0.2946383,0.049148448,happy
0.7754033,0.08833519,0.21821502,0.09631951,0.07485239,0.085585944,0.55010563,0.2641622,0.26883447,0.4966776,0.49416667,1.2487047,0.2779333,0.14285456,happy
0.7553063,0.106883995,0.26385376,0.06155681,0.05877208,0.060164448,0.38214812,0.28437883,0.2676324,0.5158271,0.48554286,1.2419934,0.27790642,0.017107725,happy
0.8675792,0.11538696,0.26574534,0.06731991,0.064368844,0.06584437,0.42869288,0.30261922,0.31142268,0.5231948,0.5263605,1.281841,0.2746298,0.016246198,happy
0.76632446,0.13358365,0.3293025,0.05184894,0.06215309,0.057001013,0.35245103,0.2759269,0.29475996,0.49189422,0.5119362,1.2229396,0.28772864,0.040473804,happy
0.84577936,0.14552554,0.31067425,0.04851587,0.04066666,0.044591263,0.26878464,0.2988269,0.28279403,0.54077834,0.4861525,1.1953585,0.2739363,0.008821192,happy
0.6865011,0.1204562,0.35965264,0.04999865,0.059913184,0.05495592,0.3741357,0.29608992,0.2860566,0.5207389,0.5075152,1.2666675,0.24803253,0.0060551595,happy
0.76943946,0.17101727,0.43674657,0.031690273,0.021406628,0.026548449,0.18158962,0.27991492,0.2971655,0.4854812,0.52072746,1.258435,0.34242815,0.00090208754,happy
0.80088913,0.18092649,0.4473488,0.043673106,0.048674706,0.046173908,0.29865417,0.29995185,0.30727097,0.50994325,0.5368899,1.3310719,0.3495844,0.03483344,happy
0.731453,0.054577384,0.13862255,0.08538841,0.07414107,0.07976474,0.4956323,0.26940733,0.2691232,0.49336424,0.49688125,1.20542,0.2567121,0.13260402,happy
0.71464765,0.1111976,0.29124033,0.11325197,0.080626905,0.09693944,0.61464715,0.27792928,0.26942948,0.4875854,0.49647984,1.2279931,0.29355833,0.03802928,happy
0.7764464,0.18445152,0.47752437,0.050342537,0.02902771,0.039685123,0.2793574,0.26988322,0.2920749,0.47946414,0.5233416,1.2708743,0.3515788,0.005365851,happy
0.75564975,0.13892238,0.32137746,0.060422298,0.08256004,0.07149117,0.41608843,0.28615573,0.26202923,0.50908846,0.47734827,1.1767896,0.2813094,0.002900046,happy
0.6742078,0.121661305,0.34203404,0.055627394,0.074847244,0.06523732,0.41040435,0.29749325,0.29815793,0.49588275,0.50169384,1.1679225,0.27417722,0.02524098,happy
0.7684464,0.17727295,0.46138158,0.080688715,0.08100852,0.08084862,0.5213106,0.28969118,0.2889655,0.5205578,0.5066678,1.2639633,0.3172862,0.017822606,happy
0.717145,0.15199417,0.42934564,0.028238319,0.035735235,0.031986777,0.21595253,0.3222948,0.29937646,0.50042754,0.50253,1.246103,0.27406454,0.0063894526,happy
0.8437503,0.08804951,0.20865776,0.04844504,0.052870546,0.05065779,0.33760393,0.29452726,0.29126757,0.5021668,0.5090391,1.301224,0.29535037,0.0066265156,happy
0.7438095,0.1357653,0.3849485,0.06937715,0.07747896,0.07342806,0.5098837,0.3055294,0.26494396,0.54858917,0.48216736,1.3350658,0.32704937,0.0377653,happy
0.7372938,0.08984486,0.23593256,0.07297684,0.06852782,0.07075233,0.45176002,0.2811595,0.28229225,0.49501616,0.4923271,1.2354255,0.24615689,0.0175485,happy
0.75465864,0.17383486,0.43818116,0.03961939,0.05265985,0.04613962,0.28550452,0.29387653,0.29154694,0.49830672,0.5188742,1.2563254,0.3423625,0.03271694,happy
0.77240396,0.176002,0.44831946,0.083024524,0.07824107,0.0806328,0.51095307,0.29322574,0.29396424,0.52713424,0.50992525,1.2638588,0.32017773,0.017074035,happy
0.7139378,0.15051538,0.41329527,0.07381175,0.06412644,0.06896909,0.44411877,0.3024136,0.2966696,0.51728237,0.4970993,1.311978,0.29710552,0.00068122376,happy
0.6712863,0.11405617,0.32110524,0.055056565,0.07205391,0.06355524,0.39980134,0.29127133,0.29898873,0.49015278,0.5026179,1.1647199,0.26622784,0.027383916,happy
0.7930349,0.17343701,0.4267544,0.07720035,0.071300454,0.0742504,0.4693133,0.28806138,0.29978597,0.4974163,0.50192803,1.2997401,0.32404357,0.016232064,happy
0.773288,0.19607936,0.5024372,0.034200516,0.022990264,0.02859539,0.19590238,0.28103834,0.3017971,0.47977972,0.52823067,1.277755,0.35835612,0.0009324478,happy
0.74544907,0.19898908,0.53325796,0.07649265,0.073481776,0.07498722,0.4878271,0.29055014,0.27716485,0.51675195,0.5034557,1.2926933,0.3167013,0.03721254,happy
0.75641733,0.13830744,0.3529952,0.070459016,0.061901703,0.066180356,0.4294216,0.28409815,0.27533245,0.49582413,0.5097378,1.3082786,0.320462,0.03854764,happy
0.81442785,0.22660428,0.56643057,0.02493277,0.027542293,0.02623753,0.1719399,0.3076694,0.30528402,0.51323426,0.50590986,1.2543823,0.3054061,0.014584258,happy
0.73976654,0.1108993,0.28621513,0.06026499,0.05348123,0.056873105,0.3745806,0.28097752,0.27106237,0.51286274,0.4920748,1.2304732,0.28236073,0.017937051,happy
0.68299717,0.07626254,0.23008905,0.054746334,0.058456976,0.05660165,0.38901016,0.30022785,0.2857432,0.5293434,0.5088379,1.2674588,0.23409529,0.0021622025,happy
0.7170461,0.12734035,0.3492765,0.100154415,0.09071033,0.09543237,0.59901106,0.28986228,0.28564987,0.5012957,0.51434624,1.2584593,0.28564912,0.024071734,happy
0.76314706,0.19171938,0.44962016,0.0658932,0.05023583,0.058064513,0.35792682,0.28561428,0.29446968,0.48997217,0.48746976,1.1739494,0.3249285,0.042812727,happy
0.77075666,0.14913566,0.3498818,0.065632336,0.0914187,0.07852551,0.4704739,0.2902044,0.26154265,0.5164361,0.46969694,1.206326,0.2840986,0.011965522,happy
0.75547457,0.19592807,0.51615936,0.095101975,0.089693144,0.09239756,0.6049683,0.29213145,0.290726,0.5137653,0.4852225,1.2669063,0.3007297,0.039507013,happy
0.7686779,0.14697741,0.36622104,0.049255993,0.04073597,0.044995982,0.2897625,0.2811405,0.28314656,0.511589,0.49888003,1.2365124,0.29526538,0.017774887,happy
0.73931724,0.14274172,0.40666834,0.0742057,0.08154282,0.07787426,0.5361588,0.30377722,0.2765143,0.5509519,0.48873165,1.3423628,0.3368045,0.026695771,happy
0.68758774,0.1037711,0.2894074,0.11368201,0.11675058,0.11521629,0.73587054,0.29982284,0.29106775,0.51414734,0.47295067,1.2043618,0.29052648,0.008845032,happy
0.7186195,0.11201773,0.29293346,0.11527762,0.08347327,0.09937545,0.63259435,0.27432007,0.26572257,0.48587582,0.49021238,1.2229344,0.2912857,0.039683644,happy
0.71775293,0.18953334,0.55881137,0.07440126,0.07756699,0.07598412,0.52381766,0.31280667,0.29347175,0.53225535,0.501506,1.3051041,0.29102272,0.02008462,happy
0.74372065,0.118581444,0.31555292,0.0824703,0.09253464,0.08750247,0.5623533,0.27912366,0.27059832,0.52274203,0.49723837,1.2661668,0.29913995,0.007806333,happy
0.74965125,0.13538289,0.34912738,0.067012586,0.061992712,0.06450266,0.41829127,0.286095,0.27508864,0.49692202,0.50865567,1.2971593,0.3204737,0.03820303,happy
0.6706625,0.09919779,0.27888697,0.055201344,0.07593795,0.06556965,0.41387847,0.2905226,0.30496836,0.48519284,0.5125811,1.1706377,0.26342303,0.025959443,happy
0.81529814,0.12347875,0.32689205,0.12720996,0.08198691,0.10459844,0.7049119,0.31156662,0.31687614,0.52750313,0.5110735,1.3867378,0.29484698,0.057109933,happy
0.8056417,0.162813,0.39728272,0.050323613,0.05462558,0.052474596,0.33452216,0.30512142,0.31299895,0.5187235,0.5439477,1.3453655,0.35900477,0.027835427,happy
0.716844,0.105685726,0.30188572,0.10816165,0.09086981,0.09951573,0.653311,0.27663326,0.28407866,0.5092871,0.5136224,1.2758393,0.2747922,0.012748082,happy
0.72453594,0.04341298,0.116949074,0.059367653,0.054173242,0.056770448,0.37272274,0.26703796,0.28414398,0.4815206,0.5155161,1.2348664,0.24745612,0.035086002,happy
0.80096865,0.16320816,0.40381086,0.07964796,0.06958289,0.07461543,0.4830699,0.28639334,0.3002967,0.49497062,0.5018915,1.3241799,0.32998762,0.01880192,happy
0.751416,0.123051606,0.34244877,0.084142365,0.07638464,0.0802635,0.5672573,0.3048243,0.31796303,0.48036844,0.5070563,1.3319786,0.28425178,0.045198772,happy
0.7569066,0.17121913,0.4089857,0.07417873,0.0973385,0.08575861,0.48746452,0.28706068,0.25289252,0.50529546,0.46366188,1.2575595,0.35985312,0.015598394,happy
0.7232641,0.16437426,0.4643194,0.04497015,0.060203265,0.05258671,0.35567492,0.31874442,0.2950024,0.50858575,0.51427555,1.2590575,0.28431928,0.0087723695,happy
0.78492427,0.12756138,0.327539,0.088849604,0.074599676,0.081724636,0.5305916,0.2956923,0.3039456,0.5072788,0.5238809,1.2940058,0.303416,0.012619093,happy
0.7821624,0.14335291,0.3532165,0.04601772,0.050836485,0.048427105,0.31330308,0.27949312,0.27844942,0.51097435,0.4980834,1.2311718,0.29077297,0.017264163,happy
0.8334442,0.151143,0.3316124,0.09185458,0.08931285,0.09058372,0.53969336,0.2637467,0.27704066,0.47482166,0.49533176,1.2128417,0.30565587,0.014753351,happy
0.66723776,0.099042244,0.26996204,0.08570254,0.07068784,0.07819519,0.46639788,0.26719287,0.27442172,0.49188137,0.48197377,1.2371148,0.2703322,0.0036988433,happy
0.73951936,0.17450504,0.44074744,0.08261835,0.072884135,0.07775124,0.47486305,0.2966544,0.29429835,0.51025325,0.5287727,1.2980084,0.35909936,0.015713908,happy
0.81283194,0.15071891,0.34159195,0.08418095,0.08620533,0.08519314,0.5154272,0.26985893,0.26358035,0.47122952,0.48554105,1.2097441,0.31253898,0.006451916,happy
0.8682898,0.16904889,0.39739236,0.08497087,0.07944225,0.08220656,0.5284164,0.2865352,0.29909593,0.4770109,0.51269734,1.3388034,0.30785722,0.019719133,happy
0.71209973,0.14189695,0.3719718,0.10306601,0.0924472,0.0977566,0.59801793,0.29383042,0.29480115,0.48289865,0.516985,1.2344851,0.3206146,0.045134023,happy
0.7673397,0.1308379,0.31075162,0.06167195,0.050172295,0.055922125,0.33709463,0.28160927,0.29482025,0.50264627,0.5267866,1.2367251,0.27729142,0.070347294,happy
0.73020834,0.12918712,0.3121639,0.066235706,0.0895768,0.07790626,0.4565603,0.28470135,0.26119792,0.5112056,0.46990412,1.1893289,0.27213818,0.008384984,happy
0.7693728,0.16038427,0.41233295,0.06470953,0.060129736,0.06241963,0.42143667,0.28114414,0.27772734,0.49394646,0.51458335,1.3115001,0.3290815,0.04640325,happy
0.80701715,0.16661409,0.40451312,0.06659869,0.058724035,0.062661365,0.40056908,0.29620692,0.30118915,0.5223097,0.5098909,1.4057403,0.35386586,0.01290561,happy
0.75858176,0.19912687,0.518248,0.07102217,0.058298502,0.06466033,0.43013775,0.28997448,0.27381626,0.520394,0.4883925,1.2464378,0.32182267,0.028199755,happy
0.76221615,0.13362989,0.33104783,0.051832717,0.061992228,0.05691247,0.3532043,0.2768906,0.2930391,0.49120864,0.5122016,1.2217982,0.28558612,0.041664753,happy
0.7768095,0.12766457,0.2998317,0.059430424,0.053834926,0.056632675,0.34365517,0.28756,0.29433835,0.507748,0.52516216,1.2328675,0.27656078,0.07294082,happy
0.79657584,0.16327345,0.4096741,0.077335835,0.0713948,0.07436532,0.4885301,0.28970176,0.3006085,0.49660638,0.50447625,1.3308533,0.33351386,0.017073872,happy
0.76874346,0.11758812,0.29929787,0.06905242,0.06637335,0.06771289,0.43726394,0.285634,0.29324585,0.5093514,0.49483943,1.2507002,0.25868666,0.016967507,happy
0.7522818,0.13495308,0.37922016,0.06459642,0.08019559,0.072396,0.5043847,0.30515942,0.27669007,0.55039585,0.4934456,1.346502,0.32771608,0.037731327,happy
0.726879,0.1589118,0.39024577,0.087800115,0.095376484,0.091588296,0.52613854,0.28740954,0.2905859,0.50442874,0.4973528,1.1571116,0.3179125,0.0038627074,happy
0.76079816,0.11872176,0.31290984,0.06011269,0.07650901,0.06831085,0.45060733,0.29673088,0.27425185,0.5302797,0.49596784,1.260266,0.2396162,0.011886714,happy
0.81876016,0.18362406,0.4207291,0.03456627,0.055826977,0.04519662,0.28623545,0.3105432,0.2933476,0.50431335,0.49576345,1.2708588,0.30381694,0.016237505,happy
