mouth_width,mouth_height,mouth_aspect_ratio,left_eye_height,right_eye_height,eye_openness,eye_aspect_ratio,eyebrow_raise_left,eyebrow_raise_right,eyebrow_slant_left,eyebrow_slant_right,jaw_drop,nose_mouth_dist,mouth_corner_diff,label
0.70612806,0.14093584,0.3763857,0.100039504,0.089050956,0.09454523,0.57612693,0.29630366,0.2978608,0.48447254,0.5129011,1.2275583,0.32232863,0.04896393,happy
0.7991617,0.19039933,0.4291813,0.04545135,0.05847861,0.05196498,0.31261504,0.3003453,0.29060596,0.50060564,0.49352038,1.2573932,0.30720195,0.018119778,happy
0.79657847,0.18937935,0.4775268,0.047788624,0.04998389,0.04888626,0.31987464,0.30833972,0.30933934,0.5178985,0.5409199,1.3554147,0.3546075,0.02816167,happy
0.69097596,0.13287996,0.37526768,0.100687034,0.08779816,0.0942426,0.59027004,0.28892404,0.2877983,0.49704683,0.51566744,1.24161,0.29281542,0.0055468213,happy
0.8535217,0.13700056,0.29189596,0.053369097,0.052321926,0.05284551,0.3232092,0.2951272,0.27613425,0.5368472,0.48481452,1.2068275,0.2609729,0.0045251925,happy
0.8022209,0.21292183,0.5144155,0.076004565,0.071643114,0.07382385,0.46918178,0.3083487,0.2946136,0.5374423,0.50445455,1.2674524,0.33961254,0.014195482,happy
0.6919027,0.025763573,0.07404314,0.07794203,0.07914801,0.07854502,0.5332778,0.29950103,0.3005124,0.50696695,0.49820206,1.2554368,0.22073053,0.021902464,happy
0.7997303,0.19356677,0.4678488,0.07585424,0.06955658,0.07270541,0.45635527,0.3119831,0.29709113,0.5365571,0.50387365,1.261283,0.31897864,0.0067554824,happy
0.79494745,0.17651588,0.43591046,0.065459274,0.075879686,0.07066949,0.4458287,0.2919135,0.27928025,0.51169133,0.5186663,1.2867985,0.32328218,0.0071061826,happy
0.73617584,0.09493683,0.24761659,0.07840878,0.06609468,0.07225172,0.4522951,0.28922224,0.2841461,0.50712645,0.49025968,1.2282646,0.25899684,0.02154184,happy
0.7631074,0.18430494,0.4713092,0.07146718,0.056763258,0.064115226,0.4201457,0.2855608,0.2733342,0.51511,0.49046832,1.2309285,0.3185855,0.032743845,happy
0.6986765,0.15765035,0.43993655,0.017778233,0.032867946,0.02532309,0.16837288,0.32880026,0.2997937,0.48643252,0.4898513,1.2164665,0.278163,0.00445512,happy
0.7610004,0.18620206,0.43773848,0.06455221,0.050655633,0.05760392,0.35708952,0.28314573,0.28813663,0.49185902,0.48188952,1.1665304,0.3331861,0.056158334,happy
0.7141647,0.16518229,0.39917472,0.09025576,0.087360345,0.08880805,0.49453998,0.27579877,0.2884663,0.49930122,0.48730478,1.109224,0.31771722,0.012462628,happy
0.8423467,0.11961001,0.2889207,0.06995057,0.06348532,0.066717945,0.44166476,0.30160886,0.30632898,0.51796097,0.5231701,1.2804629,0.27321926,0.010672734,happy
0.80106056,0.1633213,0.4086765,0.06530741,0.06578335,0.06554539,0.43200773,0.29423815,0.29942027,0.52127814,0.5100848,1.4118787,0.35929534,0.013527157,happy
0.712983,0.12303741,0.3249299,0.10934448,0.086820506,0.09808249,0.6266112,0.27320927,0.27129495,0.48417705,0.49681747,1.226926,0.29681194,0.035383184,happy
0.7313579,0.16981374,0.4772981,0.043758817,0.038373794,0.041066308,0.28082663,0.2848972,0.28750947,0.49862647,0.5044988,1.2663646,0.2735214,0.030698022,happy
0.7077857,0.16335286,0.47917232,0.07230969,0.07839932,0.07535451,0.5151835,0.312212,0.29044458,0.5312668,0.4981682,1.299198,0.28120542,0.022678826,happy
0.7644066,0.04972562,0.124660514,0.067871846,0.07237602,0.070123926,0.4467686,0.26793408,0.28890538,0.47414306,0.53137654,1.2242811,0.24753463,0.061228666,happy
0.7576022,0.14825141,0.35707077,0.052568268,0.045671258,0.049119763,0.29910165,0.30776054,0.309345,0.48576772,0.4602529,1.1759433,0.25542325,0.024092996,happy
0.71976006,0.13857609,0.34926096,0.07928661,0.0799251,0.079605855,0.47887173,0.27735382,0.28456053,0.47530276,0.52205276,1.1968607,0.26828974,0.016595092,happy
0.7185484,0.114708416,0.31103706,0.09124431,0.09460436,0.092924334,0.5779671,0.29602218,0.28094274,0.5241702,0.4885356,1.2831448,0.35181504,0.0062202946,happy
0.7582211,0.1733868,0.43312073,0.03709667,0.060239106,0.04866789,0.2988664,0.29318795,0.28988835,0.49474102,0.5184121,1.2508469,0.34533736,0.037001044,happy
0.7382102,0.14308947,0.34557495,0.05853544,0.070139304,0.06433737,0.3932189,0.30205864,0.2885608,0.48744446,0.45874316,1.1664658,0.26225537,0.019206045,happy
0.75637233,0.15703875,0.39551696,0.04831068,0.044899855,0.046605263,0.29307213,0.28924727,0.2878513,0.49575374,0.5146791,1.2399876,0.32994142,0.03961366,happy
0.6701969,0.0009586138,0.0028232427,0.079349555,0.08270671,0.08102813,0.5157366,0.27207583,0.28938323,0.4827262,0.524325,1.2324282,0.24976817,0.0021030938,happy
0.7585916,0.21991128,0.57728696,0.10390428,0.09687091,0.100387596,0.6570012,0.29071814,0.28707922,0.5131849,0.4842067,1.2682444,0.30651614,0.034762766,happy
0.7579336,0.11972376,0.32025662,0.085745424,0.07801355,0.08187948,0.55979306,0.31183344,0.32269248,0.4854926,0.5069278,1.3120953,0.28284457,0.040997896,happy
0.6670359,0.04702709,0.12852174,0.078821845,0.06813836,0.0734801,0.44093642,0.27768126,0.27231222,0.49830216,0.4793504,1.2472903,0.25675765,0.008270561,happy
0.663185,0.12789346,0.3846159,0.05416763,0.05744892,0.055808272,0.3818073,0.29448578,0.2865775,0.5048512,0.48975834,1.3072728,0.34988523,0.06742731,happy
0.73788196,0.1540813,0.43507746,0.025305765,0.028234297,0.026770031,0.178641,0.31849775,0.30718076,0.5080593,0.47536436,1.357079,0.34536934,0.007523151,happy
0.7216315,0.11548211,0.32951304,0.10686276,0.08980974,0.09833625,0.647591,0.27804387,0.28602034,0.51049966,0.5164278,1.2833126,0.2765582,0.011516843,happy
0.80147845,0.14556006,0.35819334,0.08571338,0.069324,0.07751869,0.4908869,0.2991454,0.30501655,0.5107214,0.5250848,1.2974683,0.30661872,0.007877609,happy
0.7178832,0.11461848,0.32662657,0.038118538,0.04861941,0.043368973,0.29858086,0.2966898,0.2847345,0.51565737,0.4954269,1.3213754,0.2833321,0.019325884,happy
0.78971004,0.18539707,0.42294598,0.035508197,0.057804856,0.046656527,0.28052422,0.30627346,0.2936615,0.5017533,0.49854454,1.2656512,0.30827948,0.016407084,happy
0.8773032,0.13259669,0.2801482,0.05091514,0.051415913,0.05116553,0.3210557,0.29469815,0.2786223,0.5358416,0.48945257,1.2133058,0.25518,0.0011311001,happy
0.70244414,0.14063828,0.40668356,0.049502276,0.057000384,0.05325133,0.3626903,0.29762244,0.28036228,0.5236924,0.5024682,1.2716078,0.25065792,0.003421757,happy
0.7033292,0.16316977,0.46534124,0.07216466,0.07942985,0.07579726,0.48645058,0.30926389,0.27647895,0.5443044,0.48520768,1.3220072,0.37252682,0.016340574,happy
0.86207044,0.16582651,0.38788322,0.08481843,0.07867136,0.08174489,0.51578903,0.28990877,0.29931143,0.47804227,0.5131908,1.3301609,0.30897474,0.023150293,happy
0.78903717,0.14602177,0.37072572,0.06595183,0.085149094,0.07555046,0.49961725,0.26507428,0.27058816,0.494247,0.51922226,1.3022128,0.27822512,0.027257105,happy
0.7024893,0.1055264,0.29235503,0.09244598,0.07353277,0.08298937,0.53882194,0.27840436,0.28559202,0.493656,0.46156394,1.2034621,0.22395277,0.010210265,happy
0.80120313,0.17109984,0.4246962,0.063524656,0.07448815,0.0690064,0.43975312,0.29160842,0.2832193,0.513778,0.5202327,1.2905204,0.3280103,0.00803785,happy
0.73521113,0.12592469,0.3302734,0.08917927,0.08460356,0.08689141,0.5525501,0.27377555,0.28088182,0.5072086,0.5155015,1.2317206,0.25706148,0.052832965,happy
0.6963837,0.13061732,0.39025393,0.04511859,0.04913497,0.04712678,0.3299102,0.29666364,0.27998462,0.5205222,0.49607825,1.3388263,0.30390653,0.008680475,happy
0.7216481,0.16936183,0.47460952,0.073724896,0.084888846,0.07930687,0.51258564,0.30321616,0.2795512,0.5408143,0.49009728,1.3377732,0.37131947,0.014909111,happy
0.72367257,0.16367307,0.44820833,0.06635783,0.06563173,0.065994784,0.42585486,0.30546296,0.29996905,0.51646614,0.49697527,1.3328017,0.30204153,0.01194543,happy
0.67858636,0.042640246,0.12479852,0.072848216,0.06615263,0.069500424,0.4562009,0.29373252,0.2889449,0.5321201,0.5028182,1.2404495,0.29617628,0.033062544,happy
0.7635843,0.081643134,0.19735035,0.07050035,0.07219951,0.071349934,0.42706263,0.29433843,0.2911541,0.5005807,0.4954125,1.2447501,0.29046804,0.05200342,happy
0.80615157,0.22368203,0.56571376,0.02700052,0.0329655,0.02998301,0.19373569,0.30775172,0.30818865,0.5157866,0.5051491,1.2553807,0.30355754,0.011265435,happy
0.732465,0.010111425,0.027237998,0.067401454,0.044451978,0.055926714,0.370395,0.26494855,0.28849012,0.47717968,0.52033377,1.2203505,0.23938873,0.02777146,happy
0.80758077,0.22001551,0.55656016,0.035495136,0.030930603,0.03321287,0.2169293,0.31068823,0.30736494,0.51601756,0.5065605,1.242442,0.28635514,0.014211916,happy
0.43637332,0.38685107,1.84365,0.11029087,0.11361234,0.11195161,0.76322854,0.33830988,0.33081234,0.5122979,0.51756734,1.4605327,0.58200353,0.023458209,surprise
0.5038206,0.24112545,0.93483984,0.13274701,0.13069694,0.13172197,0.8337753,0.30227417,0.2957229,0.47665104,0.49968752,1.3632257,0.4012739,0.009495164,surprise
0.4490706,0.34061807,1.4874636,0.11015681,0.105422735,0.10778977,0.67998964,0.29317087,0.29988876,0.503429,0.5060423,1.2524828,0.49373034,0.025335902,surprise
0.5175412,0.34511536,1.3728611,0.10706312,0.090019196,0.098541155,0.66297126,0.30613765,0.29746333,0.49978384,0.4775027,1.339212,0.48915294,0.010312519,surprise
0.46966144,0.24772827,0.99242955,0.13334648,0.12654462,0.12994555,0.7740039,0.27133188,0.2992405,0.4580034,0.5148262,1.2013537,0.36397836,0.005371881,surprise
0.5767385,0.0005478953,0.0018888013,0.102738336,0.10062941,0.10168387,0.6796145,0.29591244,0.306228,0.48750636,0.5159624,1.2426172,0.26861683,0.0023522736,surprise
0.5253851,0.37242806,1.4316747,0.11839273,0.10979206,0.1140924,0.77117807,0.30895105,0.31774092,0.50696707,0.49709702,1.3862303,0.54741365,0.040062636,surprise
0.4792668,0.3727483,1.432914,0.123517886,0.12619828,0.12485809,0.73246765,0.30828208,0.29700047,0.5005011,0.49040306,1.2578285,0.49194345,0.01913447,surprise
0.46840563,0.40011978,1.7498723,0.13522471,0.14302112,0.13912292,0.9294649,0.3294129,0.31678063,0.51355606,0.48847032,1.3990005,0.51901966,0.0024067396,surprise
0.51933825,0.3801351,1.4873923,0.09656171,0.08433633,0.09044902,0.60306805,0.32667866,0.32399487,0.53416204,0.5009,1.5015405,0.5839437,0.0010999005,surprise
0.50553465,0.29303136,1.1231041,0.16204973,0.14993502,0.15599237,1.0294199,0.3040568,0.2791541,0.47464195,0.49480602,1.4342467,0.474509,0.0012163246,surprise
0.45100793,0.2986203,1.342284,0.1377882,0.14127555,0.13953188,0.89902824,0.3261343,0.32425332,0.4980943,0.48487607,1.2457172,0.3915096,0.028967435,surprise
0.4625479,0.37588,1.6616735,0.09837207,0.10392038,0.10114622,0.67580515,0.30090535,0.31466585,0.49371698,0.49987513,1.368333,0.50388193,0.036392625,surprise
0.5221044,0.1454608,0.5896953,0.12355358,0.12965992,0.12660675,0.8312819,0.3270995,0.29653588,0.5389007,0.48250633,1.4247152,0.4395427,0.012566144,surprise
0.5028916,0.41129464,1.5070801,0.12986907,0.10316218,0.11651563,0.6982826,0.30565977,0.31213966,0.48422605,0.5017247,1.389248,0.5348948,0.025936794,surprise
0.42901868,0.39267722,1.7916799,0.13207401,0.1465736,0.1393238,0.88477165,0.29304326,0.2927196,0.4802147,0.5075864,1.3864386,0.5608845,0.036749914,surprise
0.45220193,0.4139091,1.9259524,0.12599483,0.11383799,0.11991641,0.8240146,0.2981508,0.29438794,0.5054922,0.48870653,1.3119372,0.49418217,0.031798508,surprise
0.49219027,0.3163807,1.3401943,0.119609855,0.11244329,0.11602658,0.7955896,0.31599554,0.32420394,0.48249823,0.49644825,1.325243,0.44066498,0.01746442,surprise
0.5520017,0.3006622,1.0724516,0.1428452,0.12613204,0.13448861,0.8522972,0.32703242,0.28193906,0.53785366,0.46378225,1.4011093,0.4803881,0.013212299,surprise
0.57120013,0.48189205,1.5829217,0.09748006,0.095319055,0.09639956,0.6020657,0.28141534,0.29093462,0.4748156,0.52888113,1.2988589,0.5524644,0.0140122,surprise
0.4421677,0.3085048,1.3061806,0.12886667,0.11951773,0.1241922,0.7596835,0.26775,0.31264055,0.43622273,0.48952234,1.2641407,0.45767987,0.012282287,surprise
0.46155354,0.30918095,1.3966056,0.110036775,0.11031568,0.11017623,0.72449404,0.34514028,0.31347173,0.5269234,0.48390713,1.3291552,0.47626942,0.001691062,surprise
0.44605637,0.42362913,1.9713651,0.12661141,0.11916136,0.12288639,0.8355368,0.3098602,0.3373057,0.48670286,0.5227651,1.4294243,0.5900271,0.008471119,surprise
0.54621786,0.31065217,1.1084782,0.12388259,0.12092339,0.122402996,0.77471954,0.2967979,0.28589886,0.47924867,0.4613812,1.30445,0.45768097,0.011959876,surprise
0.4648851,0.28760582,1.2057854,0.13589929,0.12945548,0.13267739,0.8331421,0.3058157,0.31762433,0.48514676,0.481427,1.2739938,0.44139,0.0019340245,surprise
0.52931803,0.16722314,0.64700806,0.10890322,0.11212362,0.11051343,0.72534424,0.2985112,0.3273266,0.49958077,0.5424056,1.3776143,0.42109108,0.027588608,surprise
0.54514456,0.18949318,0.68303955,0.093987316,0.09373093,0.09385912,0.6107549,0.28155592,0.27829787,0.48263952,0.48407963,1.383345,0.36638913,0.059810262,surprise
0.44819126,0.33749807,1.6686305,0.10347323,0.09915332,0.10131328,0.75075424,0.32272297,0.31005037,0.51428795,0.46148217,1.3374829,0.50595397,0.02575941,surprise
0.5101807,0.4114897,1.5580606,0.113138214,0.11961704,0.11637763,0.7200057,0.33919704,0.30220234,0.5056694,0.46884125,1.4390997,0.53374755,0.012029735,surprise
0.50058067,0.29126716,1.2552096,0.088435695,0.08453744,0.08648657,0.60356396,0.3329005,0.307247,0.5099589,0.48902524,1.402464,0.5056414,0.054344356,surprise
0.578076,0.00048994576,0.0016850311,0.10192604,0.101755634,0.10184084,0.6808862,0.29520342,0.30578768,0.48727098,0.5158315,1.2394482,0.2689882,0.0033153363,surprise
0.5477464,0.41361982,1.5881054,0.14266968,0.13259564,0.13763265,0.9453497,0.3021047,0.280216,0.5077005,0.4885262,1.4088778,0.513053,0.0103542665,surprise
0.5024771,0.30786788,1.248925,0.11427993,0.11513721,0.11470857,0.7677453,0.31308436,0.31348833,0.47837636,0.49295595,1.3204771,0.43179715,0.015012692,surprise
0.5366758,0.25510803,0.9593776,0.09005747,0.105191946,0.09762471,0.65542966,0.32337117,0.32891816,0.47646305,0.5149528,1.3301284,0.46163872,0.04033371,surprise
0.5130067,0.3345905,1.3376285,0.11244594,0.10849355,0.11046974,0.7489939,0.31864327,0.32123783,0.51407844,0.5011866,1.3758577,0.53727794,0.04109225,surprise
0.5738356,0.0043998244,0.014518349,0.116687864,0.120957635,0.118822746,0.7335149,0.31015584,0.30412915,0.4888116,0.4924238,1.2393205,0.33354643,0.0062419917,surprise
0.5088672,0.35448745,1.3960998,0.14412992,0.13770682,0.14091836,0.8478458,0.30727184,0.30140665,0.50756073,0.4933095,1.3275391,0.46833372,0.011329407,surprise
0.5508024,0.28324294,1.0238044,0.11710359,0.113960005,0.1155318,0.7618333,0.30093423,0.28772905,0.47665566,0.4667229,1.3256218,0.4596261,0.01773453,surprise
0.5833406,0.1836115,0.63913375,0.11321889,0.11070997,0.111964434,0.7432573,0.2842193,0.2852307,0.48410794,0.48314017,1.3317999,0.379217,0.09576788,surprise
0.5480184,0.2877,1.0689831,0.14146522,0.12402134,0.13274328,0.87182397,0.32657275,0.28238693,0.540819,0.46131545,1.4151604,0.46991795,0.015191758,surprise
0.45462626,0.23608471,1.0599642,0.10939744,0.09375282,0.10157513,0.6691655,0.34063753,0.33053532,0.5085474,0.51556337,1.3172129,0.4159296,0.036022823,surprise
0.49686363,0.27849466,1.0377848,0.12642652,0.11914439,0.12278544,0.700255,0.30763227,0.315595,0.47819868,0.49413827,1.4177203,0.44694263,0.013840064,surprise
0.46712318,0.2721978,1.2252368,0.13268197,0.12793681,0.13030939,0.8756737,0.29128936,0.29914948,0.47634196,0.5085109,1.3464779,0.42877436,0.013943517,surprise
0.51663625,0.13531643,0.533341,0.1467526,0.14160024,0.14417642,0.9204645,0.2994962,0.31049436,0.48085102,0.51967794,1.3000964,0.32437554,0.027372824,surprise
0.514578,0.43244535,1.7867268,0.10345993,0.09993783,0.101698875,0.7180153,0.30946147,0.3037128,0.51194733,0.48805922,1.368892,0.56192625,0.0042725108,surprise
0.5421086,0.42175096,1.6187451,0.14628495,0.12485894,0.13557194,0.9090531,0.296705,0.28893557,0.49946192,0.49479628,1.4106842,0.5167139,0.0037977295,surprise
0.5665649,0.321631,1.2777605,0.12916048,0.115557365,0.12235892,0.87139803,0.32535356,0.32987088,0.50755644,0.49278256,1.4562763,0.47331256,0.037678163,surprise
0.52583253,0.32091224,1.2773358,0.15370636,0.12867996,0.14119315,0.9436209,0.3220956,0.3166144,0.500702,0.50297254,1.420617,0.43922076,0.005448426,surprise
0.50426596,0.3313973,1.4310168,0.0917132,0.08179969,0.08675645,0.62412643,0.27330077,0.31333497,0.44782868,0.5056901,1.3937974,0.51750463,0.026625145,surprise
0.5365215,0.26481304,1.004484,0.09530883,0.10347422,0.099391535,0.67786825,0.3154096,0.32851243,0.4740507,0.51673895,1.3299907,0.46261957,0.037133846,surprise
0.46829602,0.35606024,1.568585,0.13227254,0.14755175,0.13991213,0.9422244,0.3376993,0.3177804,0.51836175,0.48377365,1.3731486,0.50120544,0.00038242605,surprise
0.5647834,0.06357257,0.2142181,0.12626067,0.12771186,0.12698628,0.77379,0.31288883,0.3032216,0.4816175,0.48987338,1.257536,0.36725697,0.007949462,surprise
0.42232707,0.38205042,1.9088826,0.12900002,0.13742518,0.13321261,0.91919494,0.33170536,0.31533867,0.51724255,0.5202342,1.3502538,0.52735615,0.002481766,surprise
0.4861759,0.28174344,1.2451708,0.095933,0.08884166,0.092387326,0.6414923,0.32954547,0.31551293,0.5088991,0.49328572,1.392688,0.5051019,0.048018787,surprise
0.5360587,0.30466965,1.1381423,0.14409891,0.10487714,0.124488026,0.8085486,0.3436427,0.32053596,0.52265865,0.47167197,1.2795724,0.45148703,0.0056511345,surprise
0.58957464,0.2026082,0.70525616,0.11442027,0.11118085,0.11280056,0.75510854,0.28513852,0.2869725,0.48703215,0.4858963,1.3393893,0.3829125,0.09621804,surprise
0.5475598,0.37558433,1.4172926,0.12647048,0.13052721,0.12849884,0.840316,0.30734465,0.3106834,0.46322048,0.50902146,1.4440248,0.50020957,0.028147446,surprise
0.56487185,0.31865305,1.244277,0.12131271,0.12234296,0.121827826,0.8465355,0.32292697,0.33100274,0.50234246,0.49591064,1.4373038,0.45365962,0.039616093,surprise
0.54006386,0.36216882,1.3404031,0.1036355,0.108429156,0.10603233,0.7212846,0.29123834,0.30568784,0.4735583,0.4992745,1.413649,0.46470794,0.041235656,surprise
0.51796424,0.2997204,1.123433,0.12370475,0.11906578,0.12138526,0.7531207,0.316853,0.2940828,0.50164807,0.48261547,1.3721621,0.4655613,0.026041055,surprise
0.49337354,0.43645933,1.816929,0.13534698,0.12688172,0.13111435,0.88410807,0.32964155,0.3111731,0.5236876,0.47867584,1.349266,0.505202,0.0007029349,surprise
0.45966244,0.33746052,1.5734137,0.09912861,0.10453498,0.1018318,0.7129488,0.33220252,0.31813806,0.5136601,0.4749287,1.3333983,0.5102319,0.037437346,surprise
0.5866496,0.46621123,1.5031344,0.08916329,0.100299306,0.0947313,0.5930637,0.2875041,0.29499087,0.48027304,0.53458494,1.3009734,0.54647475,0.016965011,surprise
0.4566036,0.38627383,1.8489197,0.12577651,0.11775695,0.12176673,0.8761458,0.31139073,0.31394592,0.5024993,0.4940667,1.3339847,0.5251842,0.03394184,surprise
0.5417219,0.3403074,1.2006084,0.1358576,0.12621373,0.13103567,0.77632254,0.29419494,0.27783218,0.45983082,0.4738195,1.3890558,0.5059344,0.014135941,surprise
0.4326054,0.43399417,1.9800091,0.12983944,0.1480387,0.13893905,0.8749199,0.29844016,0.2828329,0.48901027,0.49826962,1.338242,0.59129125,0.00672469,surprise
0.4655319,0.2592539,1.1676977,0.12848812,0.12428444,0.12638628,0.83943474,0.29464436,0.30335066,0.47638276,0.5094943,1.3499012,0.42171788,0.009728231,surprise
0.52858704,0.14517643,0.55978477,0.11160491,0.10805419,0.109829545,0.71619827,0.3000019,0.31972295,0.50405836,0.536852,1.3263818,0.38300955,0.017840704,surprise
0.4856095,0.3443577,1.355504,0.13916188,0.13373736,0.13644962,0.8552086,0.3094042,0.3270077,0.46231282,0.5194925,1.3130163,0.5368865,0.034108035,surprise
0.48902223,0.08971143,0.33066338,0.12271132,0.12023715,0.12147424,0.7019703,0.29103786,0.25944546,0.51416296,0.4647193,1.181791,0.34029713,0.011692979,surprise
0.5291393,0.3538827,1.3545058,0.117461234,0.11560759,0.11653441,0.773032,0.3085238,0.31489307,0.5144997,0.4981922,1.3877352,0.49010032,0.025911229,surprise
0.49559894,0.48067525,1.9369135,0.1259296,0.11312774,0.119528666,0.7774032,0.32784823,0.31565896,0.5163332,0.48038465,1.3520608,0.5217467,0.0026464807,surprise
0.58163494,0.21301228,0.7149248,0.11883785,0.12058462,0.11971124,0.7582001,0.3020312,0.2791477,0.48380783,0.46937254,1.3345277,0.41414127,0.004493309,surprise
0.46481353,0.31370285,1.4132507,0.13755232,0.13156058,0.13455644,0.9132332,0.3058287,0.31805992,0.48107484,0.48696882,1.3299209,0.41984305,0.01646964,surprise
0.46042427,0.25332466,1.1225823,0.13425937,0.12724634,0.13075285,0.85121953,0.28519344,0.3002632,0.47665885,0.5037123,1.3338758,0.42530486,0.010130386,surprise
0.53061426,0.46900094,1.8468926,0.13199785,0.12420595,0.1281019,0.8489163,0.3043705,0.30708924,0.5024471,0.48344365,1.3123114,0.5279768,0.012833187,surprise
0.49612582,0.36053127,1.4104567,0.14008953,0.14704382,0.14356667,0.8965169,0.3050553,0.2943515,0.5061665,0.47464946,1.413761,0.5231566,0.016368195,surprise
0.59016436,0.42480668,1.3162016,0.10108335,0.10637563,0.10372949,0.62895024,0.31488556,0.2970439,0.48284224,0.45732328,1.279667,0.53660226,0.05431219,surprise
0.55258596,0.3407418,1.2973869,0.13501903,0.11946641,0.12724271,0.8634038,0.29423934,0.3199627,0.457864,0.5116115,1.4866778,0.5009219,0.038038667,surprise
0.5067761,0.3342243,1.3102739,0.120928004,0.117432095,0.11918005,0.76643175,0.296207,0.2835859,0.49917936,0.48831397,1.43547,0.48877662,0.011969217,surprise
0.5182687,0.33049458,1.3893253,0.10124033,0.08767058,0.09445545,0.68121153,0.2799016,0.31306028,0.4529243,0.5058591,1.3978692,0.5138369,0.03141711,surprise
0.54461724,0.2482763,0.90985286,0.103550114,0.09715718,0.10035365,0.6314007,0.31612182,0.3419649,0.48509294,0.512084,1.3748183,0.43273228,0.0054604844,surprise
0.48988408,0.3538645,1.3637464,0.103423685,0.10571074,0.10456721,0.63001704,0.28537282,0.3007692,0.4830969,0.49253654,1.3086718,0.48864782,0.020963717,surprise
0.44809335,0.24100243,1.0804619,0.10714958,0.09619549,0.10167253,0.6580427,0.34220904,0.3315144,0.50843275,0.51457775,1.2951303,0.4107536,0.034287736,surprise
0.52010083,0.48390085,1.986523,0.1542934,0.15193348,0.15311344,1.0521203,0.32690358,0.31925514,0.5041802,0.4982698,1.4954772,0.59988743,0.00010919279,surprise
0.45246372,0.2891571,1.1455579,0.12071012,0.1279477,0.12432891,0.71497554,0.30199227,0.29062766,0.49801192,0.48652267,1.253494,0.46079004,0.024842966,surprise
0.4978213,0.23171978,0.94761515,0.10229397,0.11359466,0.10794432,0.72599083,0.30442974,0.32818487,0.47693765,0.54203385,1.3759382,0.4380827,0.053029023,surprise
0.54627824,0.48379904,1.7946575,0.13884664,0.124862604,0.13185462,0.850354,0.30606806,0.3146956,0.49750146,0.48725393,1.3142055,0.52073437,0.010235181,surprise
0.49854127,0.26247683,1.0269413,0.122221835,0.111874714,0.11704828,0.7454067,0.2839861,0.30852348,0.4782001,0.49952653,1.2544112,0.39649215,0.0086665135,surprise
0.5182154,0.38732547,1.5218514,0.10243809,0.098991655,0.10071488,0.68012875,0.31853342,0.3227963,0.5285807,0.5083228,1.4858114,0.57558805,0.0040630098,surprise
0.47319037,0.24587259,0.97026956,0.13366307,0.12546277,0.12956293,0.76420367,0.26789153,0.29313326,0.46288294,0.515313,1.1747582,0.353572,0.008588115,surprise
0.4934676,0.40783864,1.4898391,0.12303403,0.10376938,0.113401696,0.6655098,0.3066182,0.30840325,0.48252928,0.4978896,1.3518778,0.5181373,0.030043479,surprise
0.4237888,0.3031165,1.3724455,0.1306629,0.13757072,0.13411681,0.8230097,0.29110682,0.29121825,0.48496956,0.50076926,1.3865501,0.5536602,0.028967503,surprise
0.57890594,0.44734436,1.5696183,0.077913076,0.083887,0.08090004,0.52726847,0.34993237,0.35310608,0.48468003,0.5059795,1.4581857,0.56504697,0.014589471,surprise
0.51042295,0.010158158,0.035344508,0.124130264,0.10974867,0.11693947,0.6663607,0.28452656,0.2559803,0.511642,0.45918417,1.1701914,0.31645733,0.011836273,surprise
0.5248019,0.28194684,1.046446,0.12647408,0.12167699,0.12407554,0.7708522,0.3211032,0.29608682,0.5070137,0.4846724,1.3814996,0.45390648,0.0209696,surprise
0.44798806,0.4133433,1.9453331,0.12638636,0.12871985,0.1275531,0.8928904,0.29637614,0.33042577,0.47996107,0.5236346,1.4309192,0.5572041,0.005041127,surprise
0.50289685,0.2721594,1.0609721,0.15039271,0.14651029,0.14845149,0.9886814,0.32191494,0.28828686,0.4824086,0.49001572,1.4226797,0.4538959,0.0035502396,surprise
0.5123394,0.13632351,0.54119724,0.1484356,0.13835424,0.14339492,0.90983266,0.29747874,0.30970263,0.48274124,0.5208207,1.3012054,0.3221287,0.025123565,surprise
0.49558485,0.29960993,1.2878715,0.09269514,0.08723791,0.08996652,0.6191149,0.33256727,0.31168464,0.50801486,0.49049374,1.3925699,0.5021755,0.046650156,surprise
0.4282256,0.34092975,1.53704,0.10452196,0.10334148,0.10393172,0.69235927,0.30923194,0.30711514,0.47502813,0.50051343,1.245284,0.53267497,0.030260049,surprise
0.46257815,0.28551185,1.2576288,0.13673382,0.13438569,0.13555975,0.8837868,0.32589284,0.32018745,0.5022748,0.47925723,1.2517447,0.3991879,0.021553507,surprise
0.51874095,0.37775433,1.4309926,0.13972631,0.13606817,0.13789724,0.81684506,0.30565545,0.29201335,0.5037242,0.48972362,1.3464578,0.47671548,0.012420003,surprise
0.4925863,0.32970062,1.306255,0.11994569,0.11352832,0.116737,0.72694206,0.30892068,0.3183785,0.48540747,0.49636316,1.329945,0.48766372,0.014284222,surprise
0.5520784,0.37251702,1.3785098,0.12256617,0.117710546,0.120138355,0.8080329,0.30551708,0.31728965,0.5108912,0.5014578,1.38609,0.5031849,0.031116068,surprise
0.5220978,0.32162687,1.2789605,0.11043194,0.114605054,0.1125185,0.7649583,0.30379254,0.30544475,0.50227326,0.5027401,1.4419478,0.48765814,0.032189354,surprise
